No,Username,Rating,Waktu,Ulasan Text,Variasi,panjang_teks,has_noise,Tahun,Bulan
428,l*****5,5,2025-07-09 19:55,Paket sudah datang sesuai deskripsi Teksturnya halus Belum dicoba semoga enak 0:04,-,82,False,2025,7
429,s*****2,5,2025-07-06 13:45,"Banyak yang bilang kalo tepung ini tuh enak banget dipake buat bikin bolu, jadinya aku nyoba. Semoga beneran enak. Thanks seller 0:09",-,133,False,2025,7
430,ana1504,5,2025-07-08 08:59,Barang sesuai dengan pesanan harga standar pengiriman lumayan packing aman pokoknya recommended seller,-,102,False,2025,7
431,augustien8,5,2025-07-02 17:55,"Rasa: Ketan hitam Tekstur: halus Kegunaan: bahan kue Pesanan sdh diterima dg baik dikemas rapi dan aman, sesuai pesanan, proses order dan kirimnya cepat, terima kasih 🙏♥️",-,170,False,2025,7
432,thienienidy,5,2025-07-04 12:10,Paket sudah sampai dan sesuai dg yg dipesan pengen buat roti yg lg viral itu 0:04,-,81,False,2025,7
433,d*****a,5,2025-07-03 10:57,Tekstur: lembut Kegunaan: membuat bolu ketan hitam Pengemasan baik.. berat sesuai.. pengiriman cepat 0:04,-,105,False,2025,7
434,idza215,5,2025-07-04 22:58,Rasa: enak wangi Tekstur: bikin bolu jdi lembut Kegunaan: buat bolu ketan,-,73,False,2025,7
435,dharoenkputrapetir,5,2025-07-03 18:06,Rasa: kue Tekstur: lembut Kegunaan: membuat kue Alhamdulillah paketnya sudah sampai 0:07,-,88,False,2025,7
436,w*****8,5,2025-06-25 17:38,"Rasa: belum di coba gak tau rasanya Tekstur: memiliki tekstur tepung lah Kegunaan: buat masak bolu ketan kukus keju lumer yg lagi viral Belum sempet di coba , lagi ngumpulin mood nya dulu ,baru nanti deh bikin kue bolu ketan kukus keju lumer yg lagi viral, makasih ya untuk seller makasih ya untuk shopee 0:08",-,309,False,2025,6
437,puspamardina,5,2025-06-29 18:59,Rasa: ketan hitam Tekstur: halus Kegunaan: perboluan Alhamdulillah sampai juga tepung ketan yang lagi viral n langka... Mungkin ramai yang order jadi pengiriman agak lambat di proses... 0:07,-,190,False,2025,6
438,msidik25,5,2025-07-01 16:38,Rasa: enak tidak berpasir Tekstur: bubuk Kegunaan: cocok membuat kue Pengiriman oke Barang oke,-,94,False,2025,7
439,a*****2,5,2025-06-30 12:55,Rasa: blm coba Tekstur: blm coba Kegunaan: membuat bolu Mksih paketnya sdah smpai barang sesuai gambar semuga nanti jd kue yg enak dan jd seperti yg ku inginkan 0:06,-,165,False,2025,6
440,sitihalimatus035,5,2025-06-30 11:10,"Tekstur: memiliki tekstur lembut Kegunaan: cocok membuat kue barang sesuai,belum di coba semoga enak maksih seller",-,114,False,2025,6
441,s*****n,5,2025-06-30 12:23,Rasa: belum tau belum dicoba Kegunaan: untuk membuat kue bolu ketan hitam keju lumer virak 0:06,-,95,False,2025,6
442,idza215,5,2025-06-30 16:51,Rasa: sangat legit enak Tekstur: lembut. Kegunaan: cocok untuk bolu yg lagi viral 0:14,-,86,False,2025,6
443,zagitaarie,5,2025-06-29 09:29,Rasa: lezat Tekstur: lembut Kegunaan: untuk membuat kue,-,55,False,2025,6
444,alanialanifirda,5,2025-06-25 19:55,Cocok Untuk: bolu Kualitas: blm tau baru mau cba klo nanti hasilnya bgus asli ketannya next bisa order lg maaf telat rivieww 0:05,-,129,False,2025,6
445,asniyati2511,5,2025-06-26 12:14,Alhamdulillah paket sudah sampai pengiriman lumayan cepat packing barang rapi tepungnya masih lama kadaluarsanya 0:05,-,117,False,2025,6
446,violitasaridewi,5,2025-08-16 02:39,"Rasa: apek Tekstur: kasar Produk: Kualitas buruk Pertama kali beli oke, warna bagus, tepung tidak terlalu ber aroma. Makanya repurchase. Tapi kali ini, maaf bgt tapi tepungnya apek. Setelah dikukus apeknya lebih terasa lagi. Warna juga kurang hitam merata 2 ibra.olshop",-,269,False,2025,8
447,ibra.olshop,5,2025-06-26 07:02,Kualitas: semoga bagus Cocok Untuk: kue Belum dimasak..semoga enak..mau bikin bolu ketan hitam keju 0:12,-,104,False,2025,6
448,linafahmi27,5,2025-06-27 20:03,Rasa: enakkk Tekstur: lembut gurih Kegunaan: cocok untuk buat kue viral,-,71,False,2025,6
449,kginap,5,2025-06-26 12:21,"Cocok Untuk: bolu Kualitas: sangat baik Puas sekali, tepung nya mantap pas sudah dieksekusiii. 0:14",-,99,False,2025,6
450,nienieng,5,2025-06-14 05:50,Rasa: enak Tekstur: lembut Kegunaan: bikin bolu ketan hitam Meskipun harus bersabar order tepung bummi ini tapi hasilnya memuaskan. Jadi klo mau order jgn mepet² waktunya. Orderan saya yg kedua kalinya ini 1minggu baru sampai. 0:07 2 h*****k,-,241,False,2025,6
451,h*****k,5,2025-06-27 07:23,Bagus tepungnya hitam dan yang pasti rasanya tidak berpasir,-,59,False,2025,6
452,tiajupe77,5,2025-06-16 21:55,"Rasa: enak Tekstur: lembut Kegunaan: bolu Baru sempet ngasih penilaian, karena baru dibikin pake tepung ketan merk Bummi. Ini order yg pertama kali, tepung nya wangi dan enak jg rasa bolu nya. Cuman sayang aja pas order lama pengirimannya. Kl misal PO di tulis aja Kaa jd customer gak nunggu2 bolak balik melacak pesanan 😅🙏 over all bagus, enak. Makasiihh Kaa",-,359,False,2025,6
453,uhanikk29,5,2025-06-13 19:18,"Rasa: belum coba Tekstur: bubuk Kegunaan: buat bolu Packing aman. Dan aku jg tau kalo ini dilubangi dikit biar engga kempes, terus dilapis 2 biar engga bocor, sipp bgt. Cuma sedihnya packing lama bgt. Semoga bisa improve yaa seller. Sukses selalu yaa😊🙏 0:07",-,257,False,2025,6
454,shanty_mkasari,5,2025-06-14 16:30,"Mantap tepung ketannya pekat. Bagus, cuma pengiriman emang agak lama katanya lagi produksi dl. Agak bersabar tp nyampe tapat pada waktunya. Makasih ya 0:08",-,155,False,2025,6
455,dewin15,5,2025-06-16 07:02,Rasa: enak Tekstur: kasar karena kan ketan Kegunaan: membuat kue viral Kue yg sy buat jd enak n bagus...sisanya tigl setengah sdh di pakai 1bungkus 1/2 0:10,-,156,False,2025,6
456,l*****3,5,2025-06-15 10:17,Rasa: pada umumnya Akhirnya kesampean bikin. Produk pengirimannya ckup lama. Warna hitam ckup pekat. Enak. Oke buat ngobatin pnasaran😅 thankyou 0:04,-,148,False,2025,6
457,iraherawati05,5,2025-06-13 17:00,Rasa: ok Tekstur: tepung Kegunaan: untuk kue Tepung ketan hitam ini cocok untuk cake 👍 semoga kue nya enak rasa nya 0:11,-,120,False,2025,6
458,d*****4,5,2025-06-12 11:14,"Warnanya cantik, hitam pekat, enak pokoknya, bakalan beli disini lagi, recommended 0:04",-,87,False,2025,6
459,nadiaalya2001,5,2025-06-12 15:32,"Kemasan rapih dan barangnya juga aman ,sesuai pesanan . 0:05",-,60,False,2025,6
460,y*****e,5,2025-07-01 15:38,"Rasa: lembut Tekstur: halus Kegunaan: cocok membuat kue Udah habis 1 bungkus tepung ketan nya, Rasanya enak lembut di bikin kue yang lagi viral Gak bikin seret, harga cuma ramah di kantong Bakal order lagi di sini kalau udah habis 0:08",-,235,False,2025,7
461,indah_ramlan,5,2025-07-03 17:29,"Alhamdulillah pesanan saya sudah sampai, barangnya blm d coba , mudah2an  bagus, terimakasih kak semoga usahanya lancar dan berkah 0:09",-,135,False,2025,7
462,b*****e,5,2025-06-13 17:31,Rasa: oke Tekstur: oke Kegunaan: bolu ketan hitam alhamdulillah enaaak duh ini aja diawet awet isi 250gr ku bagi 2 emang dari dulu suka ketan hitam karna free gluten,-,165,False,2025,6
463,ernisaman,5,2025-07-01 19:33,Rasa: lezat Tekstur: bagus Kegunaan: buat kue Kualitas produk baik pengiriman cpt recommended makasih yaaa,-,106,False,2025,7
464,o*****i,5,2024-03-25 16:56,"Kualitas: yang di foto itu brownies pake tepungnya bummi. aroma dan rasa ketan hitamnya mantep, ngga kalah sama dark chocolatenya. Kemarin ini kepaksa bikin brownie pake tepung ketan hitam merek lain yg ada di toko deket rumah, ternyata hasilnya bagusan pake tepungnya bummi. Satu bungkus pas buat satu resep juga, ngga harus nimbang2 lagi. Kali ini packagingnya tiga lapis xD. Pake bubble wrap juga.Sudah pasti bakal repeat order ini mah. Thank you! 1 nandamoethy",-,464,False,2024,3
465,nandamoethy,5,2025-06-30 08:06,Ketan hitamnya bagus enak banget Warna nya hitam pekat manul Makasii banyak ya kak,-,82,False,2025,6
466,nienieng,5,2025-06-26 15:56,Kualitas: bagus banget Cocok Untuk: bolu Untuk pembelian ke 3 kalinya. Pokoknya recommended banget lah toko ini buat tepung ketan hitam nya.,-,140,False,2025,6
467,niazulhakimi,5,2025-06-29 17:46,"Sampenya lama. Alhamdulillah ga ada yg bocor sampai dengan aman. Thanx seller , shope dan kurir. 0:09",-,101,False,2025,6
468,a*****a,5,2025-06-16 22:57,Rasa: enak Tekstur: lembut Kegunaan: kue bolu Rasa kerannya brasa banget,-,72,False,2025,6
469,susitriliyanti,5,2025-07-05 21:18,"Rasa: enak Tekstur: lembut tdk berpasir Kegunaan: bolu Tdk bau apek, tdk berpasir enak.. Langganan di sini utk selanjutnya 0:09",-,127,False,2025,7
470,ik_yuni_rahmawati,5,2025-06-12 10:12,"Rasa: enak dan khas, pas tidaj terlalu manis Tekstur: sangat halus, khas beda dg brownies tepung lain Kegunaan: cocok umtuk membuat browmies kukus Harga murah dibanding seller lain. Thanks 0:11",-,193,False,2025,6
471,momentreseller,5,2025-07-05 09:21,Rasa: ketan hitam Tekstur: lembut Kegunaan: cocok buat kue berbahan ketan hitam Terimakasih ka admin..paket tepung ketannya sampai cepat sekali👍 Selalu amanah ya dlm cepat memproses orderan 🙏 0:23,-,196,False,2025,7
472,u*****a,5,2025-06-30 13:19,"Rasa: enak Tekstur: lembut Kegunaan: bikin kue Tepung ny so far sesuai, fresh Cm pengiriman agak lama, mungkin krn lg viral trs stok ny abis 😁",-,142,False,2025,6
473,t*****e,5,2025-07-01 19:21,"Rasa: enak Tekstur: lembut Kegunaan: untum bolu ketan Terimakasih seller , next order lagi di toko ini...",-,105,False,2025,7
474,usitmaulida,5,2025-07-08 11:00,Rasa: baik Tekstur: baik.baik Kegunaan: baik Peking aman Cepat Enak,-,67,False,2025,7
475,i*****b,5,2025-07-09 09:41,"Rasa: enakk Tekstur: lembut Kegunaan: cocok buat bolu ketan Tepung ketan ini beda dari yg lain, rasa ketannya lebih enak, lembut, wangi",-,135,False,2025,7
476,dedecholis,5,2025-07-02 12:54,Rasa: lezat Tekstur: textur yg bagus Kegunaan: cocok bikin kue Blom d coba semoga hasilnya bagus. Pengiriman cepat. Trimakasih shopee Nex order lagi 0:06,-,153,False,2025,7
477,novitareviews,5,2025-07-03 20:55,"Ikut2an fomo bikin bolu, belum di coba tapi sepertinya meyakinkan, mudah2an hasil nya sesuai ekspektasi",-,103,False,2025,7
478,p*****z,5,2025-06-25 06:57,"Rasa: legit, mantap Tekstur: ga terlalu grainy Kegunaan: bikin bolu ketan Ah enak banget pokoknya mantul 0:17",-,109,False,2025,6
479,d*****h,5,2025-06-28 19:47,Rasa: blm dicoba Tekstur: lembut Kegunaan: bolu Alhamdulillah recommended seller trimakasih banyak 0:04,-,103,False,2025,6
480,fitrisuciawati132,5,2025-07-08 11:05,"Rasa: enak Tekstur: lembut,tidak berpasir Kegunaan: cocok untuk bolu",-,68,False,2025,7
481,7shjesmdg8,5,2025-06-27 05:49,Rasa: pas di lidah dan tidak terlalu manis Tekstur: sangat lembut dan kenyal Kegunaan: cocok buat kue yang lezat,-,112,False,2025,6
482,d*****0,5,2023-11-14 14:56,"Cocok Untuk: cake Alhamdulillaah. Baru pertama beli di toko ini. Amanah. Service cepat, packing rapi. Aman gak bocor. Terimakasih seller dan abang kurir . Semoga selalu sehat. 0:09",-,180,False,2023,11
483,stellafelicia420,5,2025-06-16 18:45,Rasa: memuaskan Tekstur: memiliki tekstur yang bagus Kegunaan: cocok untuk membuat kue (bolu) yang lezat 0:11,-,109,False,2025,6
484,rosesriani,5,2025-12-18 16:18,Alhamdulillah sesuai pesanan 🙏👍,-,31,False,2025,12
485,e*****i,5,2025-09-17 18:36,Rasa: enak Tekstur: agak kasar Kegunaan: bikin kue,-,50,False,2025,9
486,annatasya_snack,5,2025-09-18 18:12,"Murah sih, tapi warna tepungnya abu2 😃",-,38,False,2025,9
487,k*****g,5,2025-11-25 07:35,"Udah dateng sih, tp belum dicoba",-,32,False,2025,11
488,suryaniiii20,5,2025-10-31 15:19,Bagus 👍👍👍 0:51,-,14,False,2025,10
489,asma_laela,5,2025-08-31 21:11,Sesuai deakripsi,-,16,False,2025,8
490,pocopoco186,5,2025-12-01 18:50,Kegunaan: ok,-,12,False,2025,12
491,arniorchid,5,2025-08-18 11:40,Rasa: kyk beras Tekstur: halus Kegunaan: buat kueh,-,50,False,2025,8
492,y*****d,5,2025-07-11 19:10,"Makasih ya paling murah ini dari toko lain,",-,43,False,2025,7
493,nurulufah,5,2025-07-05 12:36,Pesanan sudah datang semoga hasilnya bagus,-,42,False,2025,7
494,cinta_najla_muthya,5,2025-07-05 13:34,Bolunya enak,-,12,False,2025,7
495,t*****7,5,2025-07-03 22:12,Baru mau coba,-,13,False,2025,7
496,mutiaraayudia.s04,5,2025-07-02 17:33,Belum dicoba 🙏,-,14,False,2025,7
497,khusnulmawwan,5,2025-06-29 17:40,Belum dicoba.kalau sesuai nanti order lagi,-,42,False,2025,6
498,linaemran20014,5,2025-06-28 14:22,Rasa: belum coba,-,16,False,2025,6
499,hijrotunnadia,5,2025-06-15 16:23,Siap di eksekusi,-,16,False,2025,6
