No,Username,Rating,Waktu,Ulasan Text,Teks_Clean,Sentimen
342,s*****2,5,2026-02-27 23:31,Tekstur: belum cek Rasa: blm coba Rasakan: belum mencoba Pertama kali lihat ini dipostingan seorang dokter diIG buat kue ketan pakai ketan Bummi. Saya penasaran dan beli. Sayangnya blm bisa eksekusi karena kendala alat  1 u*****7,tekstur cek blm coba rasa coba dipostingan dokter diig kue ketan pakai ketan bummi penasaran beli sayang blm eksekusi kendala alat,Positif
343,u*****7,5,2025-07-30 16:23,"Rasa: blm dicoba Tekstur: halus Kegunaan: cocok buat bikin2 kue Respon penjual bagus , pengiriman cepat, paking kurang aman krn ada kemasan yg pecah  1 f*****s",blm coba tekstur halus guna cocok bikin kue respon jual bagus kirim cepat paking aman krn kemas yg pecah,Netral
344,f*****s,5,2025-08-12 15:36,"Rasa: belom coba Tekstur: lembut Kegunaan: cocok untuk kue Pengiriman lumayan cepat, harganya terjangkau, pengiriman dengan baik",bom coba tekstur lembut guna cocok kue kirim lumayan cepat harga jangkau kirim,Positif
345,o*****i,5,2023-08-14 10:23,"Kualitas: ngga ada tanggal expired/produksi btw... Pengemasan standar. Pengiriman H+2. Produk belum sempet dicoba, sih... Soalnya pas paket datang, pas tangan kanan saya bengkak dicakar kocheng, padahal udah niat m langsung bikin bolunya 😑 ...",kualitas ngga tanggal expired produksi btw emas standar kirim produk sempet coba sih pas paket pas tangan kanan bengkak cakar kocheng udah niat bikin bolu,Positif
346,mamakyeisya,5,2025-07-11 17:13,Rasa: blm di coba Tekstur: bagus Kegunaan: membuat kue 1 a*****2,blm coba tekstur bagus guna kue,Positif
347,a*****2,5,2025-06-28 18:11,Rasa: belum dicoba Tekstur: belum dicoba Kegunaan: cocok buat bikin bolu yg lagi viral 😅 Check out tepung ketan hitam gara2 fomo pengen bikin bolu ketan hitam lumer or brownies ketan hitam keju karamel.  1 oktavianinastiti_,coba tekstur coba guna cocok bikin bolu yg viral check out tepung ketan hitam gara fomo ken bikin bolu ketan hitam lumer or brownies ketan hitam keju karamel oktavianinastiti,Positif
348,oktavianinastiti_,5,2025-06-10 12:00,"Rasa: belum dicoba Kegunaan: untuk kue Tekstur: belum tau Sukaa sihh sama barangnya tapi belum dicoba, 👍 1 s*****r",coba guna kue tekstur tau sukaa sihh barang coba,Positif
349,s*****r,5,2025-07-12 05:37,Rasa: blm dicoba Tekstur: blm tau Kegunaan: cocok untuk membuat bolu ketan Tapi sayang nya exp bulan ini 😅  Respon Penjual: kakkk itu exp 2026 ya bukan bulan ini 1 nchefz,blm coba tekstur blm tau guna cocok bolu ketan sayang exp respon jual kakkk exp nchefz,Positif
350,nchefz,5,2025-11-20 17:36,"Terima kasih sudah sampai, tapi belom di coba rasanya enak atau engga",terima kasih bom coba engga,Positif
351,farezkashop,5,2025-07-12 20:30,"Rasa: belum dicoba Tekstur: lembut Kegunaan: mau bikin bolu ketan hitam Pengen nyobain bikin bolu ketan hitam yang lagi viral, susah banget beli di toko offline akhirnya beli di shopee. Makasih seller  ...",coba tekstur lembut guna bikin bolu ketan hitam ken nyobain bikin bolu ketan hitam viral susah banget beli toko offline beli shopee makasih seller,Positif
352,yuniasriwiyati,5,2025-07-10 10:44,Barang sampai dengan cepat aman. Harga terjangkau packing standar lah. Belum di cobain moga aja bagus  1 o*****5,barang cepat aman harga jangkau packing standar cobain moga aja bagus,Positif
353,o*****5,5,2025-10-23 06:58,"Rasa: belum dicoba Tekstur: oke Kegunaan: bolu rencana untuk membuat bolu, kalo hasilnya oke nanti order lg ya thx seller 👌",coba tekstur oke guna bolu rencana bolu kalo hasil oke order lg thx seller,Positif
354,linachan422,5,2025-11-01 15:52,Rasa: blm dicoba Tekstur: SM seperti tepung Kegunaan: untuk membuat bolu,blm coba tekstur sm tepung guna bolu,Positif
355,wahyu130589,5,2023-04-06 23:09,Cocok Untuk: bikin bolu Kualitas: blm dicoba Terimakasih banyak ya kak pesanan sudah diterima Semoga sukses terus ya kak 1 hanadewi.sd,cocok bikin bolu kualitas blm coba terimakasih kak pesan terima moga sukses kak hanadewi sd,Positif
356,hanadewi.sd,5,2025-07-02 11:18,Rasa: blm di coba Tekstur: biasa seperti tepung Kegunaan: bolu dll 1 atrisudaryati,blm coba tekstur tepung guna bolu dll atrisudaryati,Positif
357,atrisudaryati,5,2025-07-04 14:46,Rasa: blm di coba Tekstur: tepung Kegunaan: membuat kue ...,blm coba tekstur tepung guna kue,Positif
358,kamucantik14,5,2025-06-12 00:49,Rasa: belum dcoba Tekstur: lembut Kegunaan: utk kue bolu ketan,dcoba tekstur lembut guna utk kue bolu ketan,Positif
359,umayhasim31,5,2026-02-04 19:43,Rasa: belum coba Tekstur: belum tau Kegunaan: buat kue semoga cocok Bismillah,coba tekstur tau guna kue moga cocok bismillah,Positif
360,a*****6,5,2025-07-31 19:27,Rasa: belum di coba Tekstur: halus Kegunaan: buat makanan 1 dwianggia29,coba tekstur halus guna makan dwianggia,Positif
361,dwianggia29,5,2025-07-13 10:18,"Belum dicoba... Nanti aku coba semoga legit biar aku beli terus, terimakasih",coba coba moga legit biar beli terimakasih,Positif
362,1971irma,5,2025-07-09 08:31,Rasa: belum d coba Tekstur: tepung lembut Kegunaan: utk bikin bolu Paket sampai dengan aman packing rapih exp masih lama Terima kasih,coba tekstur tepung lembut guna utk bikin bolu paket aman packing rapih exp terima kasih,Netral
363,v*****i,5,2026-04-11 16:46,"Tekstur: belum cobaa semoga sajaa sesuai yaaa Rasa: seharusnyaa enak sii belum coba Rasakan: belum coba rasanyaa Tumpaah dalam plastik nih, semoga tidak mengurangi rasa 🥹",tekstur cobaa moga sajaa sesuai yaaa seharusnyaa sii coba rasa coba rasanyaa tumpaah plastik nih moga kurang,Positif
364,evitadiana02,5,2025-07-17 18:56,Rasa: belum dicoba Tekstur: belum dibuka Kegunaan: untuk membuat bolu ketan hitam keju lumer,coba tekstur buka guna bolu ketan hitam keju lumer,Positif
365,renirohmah113,5,2025-06-18 18:26,Rasa: blm d coba Tekstur: lembut Kegunaan: untuk kue Tepung ketan hitam nya baru datang mudah 2 an enak di buat kue nya,blm coba tekstur lembut guna kue tepung ketan hitam mudah an kue,Positif
366,ikayumiati747,5,2026-03-15 21:20,"Tekstur: kualitas bagus,pacing bagus.kalo rasa belum coba.nanti kalo dah d coba aya barui.",tekstur kualitas bagus pacing bagus kalo coba kalo dah coba aya baru,Positif
367,mustikaraturatu298,5,2025-07-04 15:14,Rasa: blm d coba Tekstur: lembut Kegunaan: untuk membuat kue,blm coba tekstur lembut guna kue,Positif
368,yosephinesr,5,2025-11-05 18:48,"Rasa: blm coba,jd blm tau Tekstur: maaf br sampe,blm di buka Kegunaan: utk bikin kue",blm coba jd blm tau tekstur maaf br sampe blm buka guna utk bikin kue,Positif
369,n*****1,5,2025-11-18 18:22,"Rasa: belum coba Tekstur: sepertinya halus Kegunaan: bolu ketan hitam lumer Packing aman sampai ditangan, kemasan baik dan ada resep bolu yg lg viral nih.. dan harga terjangkau, btw di daerah ku banyak yg udah habis stok nya",coba tekstur halus guna bolu ketan hitam lumer packing aman tang kemas resep bolu yg lg viral nih harga jangkau btw daerah ku yg udah habis stok,Positif
370,niningarifin768,5,2025-11-03 18:20,"Tepungnya sdh dateng, blm dicoba smg sesuai dgn reviewnya, packing rapih, tks",tepung sdh dateng blm coba smg sesuai dgn reviewnya packing rapih tks,Positif
371,0qhvi_b1ie,5,2025-08-19 10:41,Rasa: rasa ketan hitam Tekstur: blum dicoba Kegunaan: utk kue,ketan hitam tekstur blum coba guna utk kue,Positif
372,sentakushop,5,2025-06-23 20:59,"Rasa: blm dimasak Tekstur: tepung Kegunaan: bolu Belum tau kualitasnya, beli karena mau coba. Cuma satu sih yg buat saya bingung. Sebelumnya Saya order 2 pcs tapi ngga dikirim2 sampe dibatalin Dr shopee, sekarang saya order 1 pc dikirim setelah saya chat seller “kenapa belum dikirim?” Dan sehari langsung sampe padahal luar kota. Tolong bagian pengirimannya diperbaiki..",blm masak tekstur tepung guna bolu tau kualitas beli coba sih yg bingung order pcs ngga kirim sampe dibatalin dr shopee order pc kirim chat seller kirim hari sampe kota tolong kirim baik,Positif
373,m*****i,5,2025-09-30 10:21,"Rasa: enak Tekstur: bagus Setelah mencoba beberapa merk, saya paling cocok sama merk ini, tepungnya haluss gak ngeres, dan warnanya hitam pekat tanpa perlu diberi bubuk coklat dll, baunya pun wangi khas ketan hitam gak apek. Mantapp semoga harganya ga naik2 lagi ya 🤓🤣",tekstur bagus coba merk cocok merk tepung haluss gak ngeres warna hitam pekat bubuk coklat dll bau wangi khas ketan hitam gak apek mantapp moga harga ga,Netral
374,m*****e,5,2025-10-15 21:51,"Rasa: baik Tekstur: nagus Kegunaan: cocok untuk bikin kue Tepung ketan hitam, harga terjangkau, expired masih lama, cocok buat bikin kue yang lagi viral, respon penjual cepat, pengemasan produk aman",tekstur nagus guna cocok bikin kue tepung ketan hitam harga jangkau expired cocok bikin kue viral respon jual cepat emas produk aman,Netral
375,n*****o,5,2025-10-30 20:56,Rasa: oke Tekstur: bagus Kegunaan: untuk membuat kue Hasil nya hitam pekat bagus. Ini cahaya foto aja jadi hasilnya beda. Aslinya hitam bagus banget,oke tekstur bagus guna kue hasil hitam pekat bagus cahaya foto aja hasil beda asli hitam bagus banget,Positif
376,h*****p,5,2025-11-24 16:58,"barang sesuai, kecepatan pengiriman standar, harga standar, barang utuh, rekomended, dianjurkan pembelian kedua",barang sesuai cepat kirim standar harga standar barang utuh rekomended anjur beli,Positif
377,ranti5293,5,2025-12-08 08:33,Alhamdulillah ini order yg ketiga. Jualanku laris manis 😁 rasa ketannya enak. Nnti order lg ya. Terimakasih..,alhamdulillah order yg tiga jual laris manis ketan nnti order lg terimakasih,Positif
378,e*****i,5,2025-10-10 07:54,Rasa: sangat enak Tekstur: halus Cocok untuk bolu kukus. Kualitas bagus dan mantap,tekstur halus cocok bolu kukus kualitas bagus mantap,Positif
379,clevamiastore,5,2025-10-30 16:23,"Rasa: enak Tekstur: lembut sedikit berstektur Kegunaan: bikin bolu ketan hitam. Endul bestie, twpung jg baru ya, tidak tengik atau gimana. Good...",tekstur lembut berstektur guna bikin bolu ketan hitam endul bestie twpung jg tengik gimana good,Netral
380,yesi_yasinta,5,2025-10-30 14:27,Baru mau coba katanya bagus Semoga beneran bagus hehe,coba bagus moga beneran bagus hehe,Positif
381,09auliarosadi,5,2025-10-03 12:44,"Rasa: pas di lidah dan tidak terlalu manis Tekstur: memiliki tekstur yang bagus Kegunaan: cocok untuk membuat kue yg lezat Udak kesekian kalinya buat kue ini, anak2ku semuanya suka👌🏻🥰🥰🥰",pas lidah manis tekstur milik tekstur bagus guna cocok kue yg lezat udak sekian kali kue anak suka,Positif
382,ugieriyadi,5,2025-09-15 11:20,Rasa: belum dicoba 🙏 Tekstur: sepertinya lembut Kegunaan: cocok untuk membuat kue bolu ketan keju lumer... Pengemasan cepat Pengiriman cepat Packing standar tapi aman Semoga besok as sesuai ekspektasi saat buat bikin kue...klo jadi next time pesan lagi,coba tekstur lembut guna cocok kue bolu ketan keju lumer emas cepat kirim cepat packing standar aman moga besok as sesuai ekspektasi bikin kue klo next time pesan,Positif
383,niena.amoy,5,2025-09-18 09:27,"Rasa: memuaskan Tekstur: lembut Kegunaan: cocok untuk semua jenis kue basah, mantap buat bikin dodol Ternyata kemasan 250g itu kecil banget ya, maklum gak pernah beli tepung ketan, pantas semua jajanan berbahan tepung ketan harganya mahal",muas tekstur lembut guna cocok jenis kue basah mantap bikin dodol kemas banget maklum gak beli tepung ketan jajan bahan tepung ketan harga mahal,Netral
384,indrayuliana,5,2025-12-25 07:41,"Rasa: paling endulita 🤤 Tekstur: ada Krenyes2 dari tepung ketan hitamnya Kegunaan: bolu ketan hitam,brownis ketan hitam Update Penilaian Cocok untuk olahan kue brownis atau bolu ketan hitam.harga ramah dikantong.soal rasa recommended banget.toko ini amanah Pokonya selalu langganan disini",endulita tekstur krenyes tepung ketan hitam guna bolu ketan hitam brownis ketan hitam update nilai cocok olah kue brownis bolu ketan hitam harga ramah kantong recommended banget toko amanah poko langgan,Positif
385,momentreseller,5,2025-11-28 17:47,"Rasa: enak Tekstur: tekstur lembut Kegunaan: kue² Terimakasih toko, ini pembelian ke2 Alhamdulillah datang cepat pakcing juga rapi👍.. Tepungnya lembut ga terasa kasar setelah jadi kue🫰",tekstur tekstur lembut guna kue terimakasih toko beli alhamdulillah cepat pakcing rapi tepung lembut ga kasar kue,Netral
386,tba.pku,5,2025-09-19 10:04,"Rasa: enak, khas ketan hitam Tekstur: halus Kegunaan: cocok untuk membuat aneka kue Recommended buat yang gak suka rasa krenyes krenyes di kuenya, karena yg ino tepungnya halus",khas ketan hitam tekstur halus guna cocok aneka kue recommended gak suka krenyes krenyes kue yg ino tepung halus,Positif
387,iwanfirdausthohir,5,2025-10-18 10:05,Respon Cepat dan komunikatif Pengiriman Cepat dan Aman Produk sesuai Gambar dan Deskripsi Dijamin Amanah Rekomendasi Seller Bintang 5. ⭐⭐⭐⭐⭐,respon cepat komunikatif kirim cepat aman produk sesuai gambar deskripsi jamin amanah rekomendasi seller bintang,Positif
388,irma_retailindo,5,2025-10-30 18:07,"Pesanan sudah sampai dengan baik packing cuma pake bubble tapi alhmdulillah isi nya tidak pecah,,,kemasan bagus expired masih lama trimakasih",pesan packing pake bubble alhmdulillah isi pecah kemas bagus expired trimakasih,Netral
389,asriprimasari,5,2025-12-26 07:22,Rasa: enakkk Tekstur: lembut Kegunaan: cocok untuk bolu ketan..kmrn nyobain bikin bugis enak jugaaaaa,enakkk tekstur lembut guna cocok bolu ketan kmrn nyobain bikin bugis jugaaaaa,Positif
390,rosesriani,5,2025-12-01 16:31,Alhamdulillah sesuai pesanan 🙏👍 Belum di coba bikin kue,alhamdulillah sesuai pesan coba bikin kue,Positif
391,d*****2,5,2026-01-07 15:46,"Rasa: belum dicoba, smoga enak Tekstur: tekstur yang lembut Kegunaan: cocok untuk buat brownis ketan hitam, kurirnya sangat baikkkk",coba smoga tekstur tekstur lembut guna cocok brownis ketan hitam kurir baikkkk,Positif
392,ekaabidin,5,2025-09-11 10:00,Rasa: enak Tekstur: halus Kegunaan: kue Dapet harga murah flashsale 9.9 jdi maaf klo CO ny cumn 1 tdiny mau beli 10 buat stok..,tekstur halus guna kue dapet harga murah flashsale jdi maaf klo co ny cumn tdiny beli stok,Positif
393,azkarinnafitri960,5,2025-09-16 08:45,"Rasa: lezat Tekstur: ketan Kegunaan: enak, saya bikin brownies bakar coklat ketan, enak dan berhasil. pengiriman jg cepat",lezat tekstur ketan guna bikin brownies bakar coklat ketan hasil kirim jg cepat,Positif
394,desriwarini22,5,2025-09-17 20:14,Rasa: enak Tekstur: bagus packing amann banget smp ke Samarinda ga ada yg bocor kerennn seller makin laris barokah,tekstur bagus packing amann banget smp samarinda ga yg bocor kerennn seller laris barokah,Netral
395,yanti_kumasih,5,2025-09-17 16:31,Rasa: blm di coba Kegunaan: buat balu cake ketan hitam alhamdulillah pengiriman cepat barang di terima dng baik harga umum,blm coba guna balu cake ketan hitam alhamdulillah kirim cepat barang terima dng harga umum,Positif
396,aw389d478a,5,2025-12-16 19:51,Tepung sangat enak untuk bolu worth it sekali terima kasih seller untuk best murah tapi tidak murahan,tepung bolu worth it terima kasih seller best murah murah,Positif
397,dyahdyah531,5,2025-09-16 07:00,Bagus barang mya datang srsuai pedanan.semoga nt tepung nya enak kalau di pakai kue.terimkasih sopii,bagus barang mya srsuai dan moga nt tepung pakai kue terimkasih sopi,Positif
398,d*****e,5,2025-11-25 14:47,Pengeriman lumayan cepat. Belum di coba buat semoga enak sesuai svideonya.,rim lumayan cepat coba moga sesuai svideonya,Positif
399,m4m4ica,5,2025-10-30 07:55,"Bagus bngt dipke bkin bolu, tidak ngeres pkoknya halus enak rasanya gk bau apek tepung ny",bagus bngt dipke bkin bolu ngeres pkoknya halus gk bau apek tepung ny,Netral
400,hetti_mulyati,5,2025-11-08 19:05,Rasa: enak banget Tekstur: lembut dan warnanya hitam pekat,banget tekstur lembut warna hitam pekat,Positif
401,nufailhanif277,5,2025-09-18 18:33,Rasa: enak Tekstur: kualitas bagus Kegunaan: bikin bolu/kue,tekstur kualitas bagus guna bikin bolu kue,Positif
402,junajunet478,5,2025-08-31 17:24,Rasa: memiliki cita rasa yang kaya Dan legit Tekstur: bubuk Kegunaan: membuat bolu ketan hitam,milik cita kaya legit tekstur bubuk guna bolu ketan hitam,Positif
403,r*****s,5,2025-08-29 18:08,"Alhamdulillah barang sudah sampai, next order lagi. Terimakasih seller",alhamdulillah barang next order terimakasih seller,Positif
404,vania003,5,2025-09-01 12:34,Bintang yg menjawab kualitasnya bagus lembut teksturnya next order lagi,bintang yg kualitas bagus lembut tekstur next order,Positif
405,elizabethanita,5,2025-08-20 12:51,Blm di coba ....mau buat bolu ketan hitam keju lumer,blm coba bolu ketan hitam keju lumer,Positif
406,rachmadiati,5,2025-08-18 18:08,Rasa: enak Tekstur: lembut Kegunaan: cocok untuk membuat kue Terimakasih tepung nya enak lembut.. jd kue nya nikmat.. Terimakasih ka semoga usaha nya tambah lancar,tekstur lembut guna cocok kue terimakasih tepung lembut jd kue nikmat terimakasih ka moga usaha lancar,Positif
407,eti1204,5,2025-08-10 20:38,Rasa: enak Tekstur: baik Kegunaan: untuk membuat kue Pesanan telah di terima dengan baik dan aman. Terima kasih kk,tekstur guna kue pesan terima aman terima kasih kk,Positif
408,s*****u,5,2025-08-03 18:32,Rasa: enak Tekstur: enak gak kasar Kegunaan: untuk bolu ketan Harga murah dan cepat sampai bahan ini enak untuk membuat bolu ketan hitam tidak berpasir lembut. Jangan ragu untuk membeli,tekstur gak kasar guna bolu ketan harga murah cepat bahan bolu ketan hitam pasir lembut ragu beli,Netral
409,a*****5,5,2025-07-06 17:44,"Rasa: belum dicoba Tekstur: belum dicoba Kegunaan: cocok untuk bikin kue yang sedang viral Kualitas produk baik, barang datang dengan kondisi baik, sesuai dengan apa yang dipesan dan dipilih, pengiriman juga sesuai dengan tanggal estimasi tiba. Terima kasih",coba tekstur coba guna cocok bikin kue viral kualitas produk barang kondisi sesuai pes pilih kirim sesuai tanggal estimasi terima kasih,Positif
410,j*****a,5,2025-07-08 06:27,Paket tepung ketan hitam sudah sampai. Mao buat percobaan. Semoga rasanya enak. Pengiriman lumayan cepat dan aman. Terimakasih abang kurir dan seller.,paket tepung ketan hitam mao coba moga kirim lumayan cepat aman terimakasih abang kurir seller,Positif
411,nikaekawati251,5,2025-07-11 21:16,Rasa: blm dimasak Tekstur: garing Kegunaan: blm dicoba Sesuai gambat,blm masak tekstur garing guna blm coba sesuai gambat,Positif
412,enabunnn,5,2025-07-05 09:22,Rasa: enak dan memuaskan Tekstur: memiliki tekstur yang lezat Kegunaan: cocok untuk membuat anaka macam kue Orderan kedua. Balik lagi karena kualitas tepungnya emang bagus banget. Pertahankan yaa. Saran aja mungkin bisa juga adain yg kemasan 1kg. Terima kasih Update Penilaian,muas tekstur milik tekstur lezat guna cocok anaka kue order kualitas tepung emang bagus banget tahan yaa saran aja adain yg kemas kg terima kasih update nilai,Positif
413,b*****a,5,2025-07-03 10:39,"Rasa: sangat lezat dan memuaskan Tekstur: memiliki tekstur yg bagus Kegunaan: cocok untuk membuat kue yg lezat Paket sudah datang dg baik.rapi dan tidak ada yg bocor.blm dicoba, semoga hasilnya ebak buat bolu ... hrsnya legit,Krn aku sudah prnh coba merk yg lain, hasilnya enak dan legit.mantul.",lezat muas tekstur milik tekstur yg bagus guna cocok kue yg lezat paket dg rapi yg bocor blm coba moga hasil ebak bolu hrsnya legit krn prnh coba merk yg hasil legit mantul,Netral
414,l*****5,5,2025-07-09 19:55,Paket sudah datang sesuai deskripsi Teksturnya halus Belum dicoba semoga enak,paket sesuai deskripsi tekstur halus coba moga,Positif
415,s*****2,5,2025-07-06 13:45,"Banyak yang bilang kalo tepung ini tuh enak banget dipake buat bikin bolu, jadinya aku nyoba. Semoga beneran enak. Thanks seller",bilang kalo tepung tuh banget dipake bikin bolu nyoba moga beneran thanks seller,Positif
416,ana1504,5,2025-07-08 08:59,Barang sesuai dengan pesanan harga standar pengiriman lumayan packing aman pokoknya recommended seller,barang sesuai pesan harga standar kirim lumayan packing aman pokok recommended seller,Positif
417,augustien8,5,2025-07-02 17:55,"Rasa: Ketan hitam Tekstur: halus Kegunaan: bahan kue Pesanan sdh diterima dg baik dikemas rapi dan aman, sesuai pesanan, proses order dan kirimnya cepat, terima kasih 🙏♥️",ketan hitam tekstur halus guna bahan kue pesan sdh terima dg kemas rapi aman sesuai pesan proses order kirim cepat terima kasih,Positif
418,thienienidy,5,2025-07-04 12:10,Paket sudah sampai dan sesuai dg yg dipesan pengen buat roti yg lg viral itu,paket sesuai dg yg pes ken roti yg lg viral,Positif
419,d*****a,5,2025-07-03 10:57,Tekstur: lembut Kegunaan: membuat bolu ketan hitam Pengemasan baik.. berat sesuai.. pengiriman cepat,tekstur lembut guna bolu ketan hitam emas berat sesuai kirim cepat,Positif
420,idza215,5,2025-07-04 22:58,Rasa: enak wangi Tekstur: bikin bolu jdi lembut Kegunaan: buat bolu ketan,wangi tekstur bikin bolu jdi lembut guna bolu ketan,Positif
421,dharoenkputrapetir,5,2025-07-03 18:06,Rasa: kue Tekstur: lembut Kegunaan: membuat kue Alhamdulillah paketnya sudah sampai,kue tekstur lembut guna kue alhamdulillah paket,Positif
422,w*****8,5,2025-06-25 17:38,"Rasa: belum di coba gak tau rasanya Tekstur: memiliki tekstur tepung lah Kegunaan: buat masak bolu ketan kukus keju lumer yg lagi viral Belum sempet di coba , lagi ngumpulin mood nya dulu ,baru nanti deh bikin kue bolu ketan kukus keju lumer yg lagi viral, makasih ya untuk seller makasih ya untuk shopee",coba gak tau tekstur milik tekstur tepung guna masak bolu ketan kukus keju lumer yg viral sempet coba ngumpulin mood deh bikin kue bolu ketan kukus keju lumer yg viral makasih seller makasih shopee,Positif
423,puspamardina,5,2025-06-29 18:59,Rasa: ketan hitam Tekstur: halus Kegunaan: perboluan Alhamdulillah sampai juga tepung ketan yang lagi viral n langka... Mungkin ramai yang order jadi pengiriman agak lambat di proses...,ketan hitam tekstur halus guna bolu alhamdulillah tepung ketan viral langka ramai order kirim lambat proses,Netral
424,msidik25,5,2025-07-01 16:38,Rasa: enak tidak berpasir Tekstur: bubuk Kegunaan: cocok membuat kue Pengiriman oke Barang oke,pasir tekstur bubuk guna cocok kue kirim oke barang oke,Netral
425,a*****2,5,2025-06-30 12:55,Rasa: blm coba Tekstur: blm coba Kegunaan: membuat bolu Mksih paketnya sdah smpai barang sesuai gambar semuga nanti jd kue yg enak dan jd seperti yg ku inginkan,blm coba tekstur blm coba guna bolu mksih paket sdah smpai barang sesuai gambar semuga jd kue yg jd yg ku,Positif
426,sitihalimatus035,5,2025-06-30 11:10,"Tekstur: memiliki tekstur lembut Kegunaan: cocok membuat kue barang sesuai,belum di coba semoga enak maksih seller",tekstur milik tekstur lembut guna cocok kue barang sesuai coba moga maksih seller,Positif
427,s*****n,5,2025-06-30 12:23,Rasa: belum tau belum dicoba Kegunaan: untuk membuat kue bolu ketan hitam keju lumer virak,tau coba guna kue bolu ketan hitam keju lumer virak,Positif
428,idza215,5,2025-06-30 16:51,Rasa: sangat legit enak Tekstur: lembut. Kegunaan: cocok untuk bolu yg lagi viral,legit tekstur lembut guna cocok bolu yg viral,Positif
429,zagitaarie,5,2025-06-29 09:29,Rasa: lezat Tekstur: lembut Kegunaan: untuk membuat kue,lezat tekstur lembut guna kue,Positif
430,alanialanifirda,5,2025-06-25 19:55,Cocok Untuk: bolu Kualitas: blm tau baru mau cba klo nanti hasilnya bgus asli ketannya next bisa order lg maaf telat rivieww,cocok bolu kualitas blm tau cba klo hasil bgus asli ketan next order lg maaf telat rivieww,Positif
431,asniyati2511,5,2025-06-26 12:14,Alhamdulillah paket sudah sampai pengiriman lumayan cepat packing barang rapi tepungnya masih lama kadaluarsanya,alhamdulillah paket kirim lumayan cepat packing barang rapi tepung kadaluarsanya,Netral
432,violitasaridewi,5,2025-08-16 02:39,"Rasa: apek Tekstur: kasar Produk: Kualitas buruk Pertama kali beli oke, warna bagus, tepung tidak terlalu ber aroma. Makanya repurchase. Tapi kali ini, maaf bgt tapi tepungnya apek. Setelah dikukus apeknya lebih terasa lagi. Warna juga kurang hitam merata 2 ibra.olshop",apek tekstur kasar produk kualitas buruk beli oke warna bagus tepung ber aroma repurchase maaf bgt tepung apek kukus apek warna hitam rata ibra olshop,Netral
433,ibra.olshop,5,2025-06-26 07:02,Kualitas: semoga bagus Cocok Untuk: kue Belum dimasak..semoga enak..mau bikin bolu ketan hitam keju,kualitas moga bagus cocok kue masak moga bikin bolu ketan hitam keju,Positif
434,linafahmi27,5,2025-06-27 20:03,Rasa: enakkk Tekstur: lembut gurih Kegunaan: cocok untuk buat kue viral,enakkk tekstur lembut gurih guna cocok kue viral,Positif
435,kginap,5,2025-06-26 12:21,"Cocok Untuk: bolu Kualitas: sangat baik Puas sekali, tepung nya mantap pas sudah dieksekusiii.",cocok bolu kualitas puas tepung mantap pas dieksekusiii,Positif
436,nienieng,5,2025-06-14 05:50,Rasa: enak Tekstur: lembut Kegunaan: bikin bolu ketan hitam Meskipun harus bersabar order tepung bummi ini tapi hasilnya memuaskan. Jadi klo mau order jgn mepet² waktunya. Orderan saya yg kedua kalinya ini 1minggu baru sampai.  2 h*****k,tekstur lembut guna bikin bolu ketan hitam sabar order tepung bummi hasil muas klo order jgn mepet order yg kali minggu,Positif
437,h*****k,5,2025-06-27 07:23,Bagus tepungnya hitam dan yang pasti rasanya tidak berpasir,bagus tepung hitam pasir,Netral
438,tiajupe77,5,2025-06-16 21:55,"Rasa: enak Tekstur: lembut Kegunaan: bolu Baru sempet ngasih penilaian, karena baru dibikin pake tepung ketan merk Bummi. Ini order yg pertama kali, tepung nya wangi dan enak jg rasa bolu nya. Cuman sayang aja pas order lama pengirimannya. Kl misal PO di tulis aja Kaa jd customer gak nunggu2 bolak balik melacak pesanan 😅🙏 over all bagus, enak. Makasiihh Kaa",tekstur lembut guna bolu sempet ngasih nilai bikin pake tepung ketan merk bummi order yg tepung wangi jg bolu cuman sayang aja pas order kirim kl po tulis aja kaa jd customer gak nunggu bolak lacak pesan over all bagus makasiihh kaa,Netral
439,uhanikk29,5,2025-06-13 19:18,"Rasa: belum coba Tekstur: bubuk Kegunaan: buat bolu Packing aman. Dan aku jg tau kalo ini dilubangi dikit biar engga kempes, terus dilapis 2 biar engga bocor, sipp bgt. Cuma sedihnya packing lama bgt. Semoga bisa improve yaa seller. Sukses selalu yaa😊🙏",coba tekstur bubuk guna bolu packing aman jg tau kalo lubang dikit biar engga kempes lap biar engga bocor sipp bgt sedih packing bgt moga improve yaa seller sukses yaa,Negatif
440,shanty_mkasari,5,2025-06-14 16:30,"Mantap tepung ketannya pekat. Bagus, cuma pengiriman emang agak lama katanya lagi produksi dl. Agak bersabar tp nyampe tapat pada waktunya. Makasih ya",mantap tepung ketan pekat bagus kirim emang produksi dl sabar tp nyampe tapat makasih,Netral
441,dewin15,5,2025-06-16 07:02,Rasa: enak Tekstur: kasar karena kan ketan Kegunaan: membuat kue viral Kue yg sy buat jd enak n bagus...sisanya tigl setengah sdh di pakai 1bungkus 1/2,tekstur kasar ketan guna kue viral kue yg sy jd bagus sisa tigl sdh pakai bungkus,Netral
442,l*****3,5,2025-06-15 10:17,Rasa: pada umumnya Akhirnya kesampean bikin. Produk pengirimannya ckup lama. Warna hitam ckup pekat. Enak. Oke buat ngobatin pnasaran😅 thankyou,sampean bikin produk kirim ckup warna hitam ckup pekat oke ngobatin pnasaran thankyou,Netral
