ulasan,ulasan_bersih,skor_sentimen,label,sentimen
Rasa: enak Tekstur: bagus packing amann banget smp ke Samarinda ga ada yg bocor kerennn seller makin laris barokah,enak tekstur bagus kemas amann smp samarinda bocor kerennn jual laris barokah,7,1,Positif
Rasa: blm di coba Kegunaan: buat balu cake ketan hitam alhamdulillah pengiriman cepat barang di terima dng baik harga umum 0:14,coba guna balu cake ketan hitam kirim cepat dng harga,7,1,Positif
Tepung sangat enak untuk bolu worth it sekali terima kasih seller untuk best murah tapi tidak murahan 0:21,tepung enak bolu worth it jual best murah murah,12,1,Positif
Bagus barang mya datang srsuai pedanan.semoga nt tepung nya enak kalau di pakai kue.terimkasih sopii 0:19,bagus mya srsuai dan nt tepung nya enak pakai kue terimkasih sopi,7,1,Positif
Pengeriman lumayan cepat. Belum di coba buat semoga enak sesuai svideonya. 0:05,rim lumayan cepat coba enak sesuai svideonya,11,1,Positif
"Bagus bngt dipke bkin bolu, tidak ngeres pkoknya halus enak rasanya gk bau apek tepung ny",bagus bngt dipke bkin bolu ngeres pkoknya halus enak gk bau apek tepung ny,-1,0,Negatif
Rasa: enak banget Tekstur: lembut dan warnanya hitam pekat,enak tekstur lembut warna hitam pekat,1,1,Positif
Rasa: enak Tekstur: kualitas bagus Kegunaan: bikin bolu/kue 0:28,enak tekstur kualitas bagus guna bolu kue,12,1,Positif
Rasa: memiliki cita rasa yang kaya Dan legit Tekstur: bubuk Kegunaan: membuat bolu ketan hitam 0:05,milik cita kaya legit tekstur bubuk guna bolu ketan hitam,-1,0,Negatif
"Alhamdulillah barang sudah sampai, next order lagi. Terimakasih seller 0:04",terimakasih jual,6,1,Positif
Bintang yg menjawab kualitasnya bagus lembut teksturnya next order lagi,bintang kualitas bagus lembut tekstur,6,1,Positif
Blm di coba ....mau buat bolu ketan hitam keju lumer,coba bolu ketan hitam keju lembut,-2,0,Negatif
Rasa: enak Tekstur: lembut Kegunaan: cocok untuk membuat kue Terimakasih tepung nya enak lembut.. jd kue nya nikmat.. Terimakasih ka semoga usaha nya tambah lancar 0:07,enak tekstur lembut guna cocok kue terimakasih tepung nya enak lembut jd kue nya nikmat terimakasih ka usaha nya lancar,33,1,Positif
Rasa: enak Tekstur: baik Kegunaan: untuk membuat kue Pesanan telah di terima dengan baik dan aman. Terima kasih kk,enak tekstur guna kue aman kk,6,1,Positif
Rasa: enak Tekstur: enak gak kasar Kegunaan: untuk bolu ketan Harga murah dan cepat sampai bahan ini enak untuk membuat bolu ketan hitam tidak berpasir lembut. Jangan ragu untuk membeli 0:05,enak tekstur enak kasar guna bolu ketan harga murah cepat bahan enak bolu ketan hitam pasir lembut ragu beli,17,1,Positif
"Rasa: belum dicoba Tekstur: belum dicoba Kegunaan: cocok untuk bikin kue yang sedang viral Kualitas produk baik, barang datang dengan kondisi baik, sesuai dengan apa yang dipesan dan dipilih, pengiriman juga sesuai dengan tanggal estimasi tiba. Terima kasih 0:10",coba tekstur coba guna cocok kue viral kualitas kondisi sesuai pes pilih kirim sesuai tanggal estimasi,15,1,Positif
Paket tepung ketan hitam sudah sampai. Mao buat percobaan. Semoga rasanya enak. Pengiriman lumayan cepat dan aman. Terimakasih abang kurir dan seller. 0:05,tepung ketan hitam mao coba enak kirim lumayan cepat aman terimakasih abang jual,15,1,Positif
Rasa: blm dimasak Tekstur: garing Kegunaan: blm dicoba Sesuai gambat 1:00,masak tekstur garing guna coba sesuai gambat,13,1,Positif
Rasa: enak dan memuaskan Tekstur: memiliki tekstur yang lezat Kegunaan: cocok untuk membuat anaka macam kue Orderan kedua. Balik lagi karena kualitas tepungnya emang bagus banget. Pertahankan yaa. Saran aja mungkin bisa juga adain yg kemasan 1kg. Terima kasih Update Penilaian,enak muas tekstur milik tekstur lezat guna cocok anaka kue order kualitas tepung emang bagus tahan yaa saran adain kemas kg,33,1,Positif
"Rasa: sangat lezat dan memuaskan Tekstur: memiliki tekstur yg bagus Kegunaan: cocok untuk membuat kue yg lezat Paket sudah datang dg baik.rapi dan tidak ada yg bocor.blm dicoba, semoga hasilnya ebak buat bolu ... hrsnya legit,Krn aku sudah prnh coba merk yg lain, hasilnya enak dan legit.mantul. 0:07",lezat muas tekstur milik tekstur bagus guna cocok kue lezat rapi bocor coba hasil ebak bolu hrsnya legit prnh coba merk hasil enak legit bagus,47,1,Positif
Paket sudah datang sesuai deskripsi Teksturnya halus Belum dicoba semoga enak 0:04,sesuai deskripsi tekstur halus coba enak,6,1,Positif
"Banyak yang bilang kalo tepung ini tuh enak banget dipake buat bikin bolu, jadinya aku nyoba. Semoga beneran enak. Thanks seller 0:09",bilang kalo tepung tuh enak dipake bolu nyoba beneran enak jual,14,1,Positif
Barang sesuai dengan pesanan harga standar pengiriman lumayan packing aman pokoknya recommended seller,sesuai harga standar kirim lumayan kemas aman pokok rekomendasi jual,14,1,Positif
"Rasa: Ketan hitam Tekstur: halus Kegunaan: bahan kue Pesanan sdh diterima dg baik dikemas rapi dan aman, sesuai pesanan, proses order dan kirimnya cepat, terima kasih 🙏♥️",ketan hitam tekstur halus guna bahan kue terima kemas rapi aman sesuai proses kirim cepat,11,1,Positif
Paket sudah sampai dan sesuai dg yg dipesan pengen buat roti yg lg viral itu 0:04,sesuai pes ken roti viral,6,1,Positif
Tekstur: lembut Kegunaan: membuat bolu ketan hitam Pengemasan baik.. berat sesuai.. pengiriman cepat 0:04,tekstur lembut guna bolu ketan hitam emas berat sesuai kirim cepat,5,1,Positif
Rasa: enak wangi Tekstur: bikin bolu jdi lembut Kegunaan: buat bolu ketan,enak wangi tekstur bolu jdi lembut guna bolu ketan,10,1,Positif
Rasa: kue Tekstur: lembut Kegunaan: membuat kue Alhamdulillah paketnya sudah sampai 0:07,kue tekstur lembut guna kue paket,5,1,Positif
"Rasa: belum di coba gak tau rasanya Tekstur: memiliki tekstur tepung lah Kegunaan: buat masak bolu ketan kukus keju lumer yg lagi viral Belum sempet di coba , lagi ngumpulin mood nya dulu ,baru nanti deh bikin kue bolu ketan kukus keju lumer yg lagi viral, makasih ya untuk seller makasih ya untuk shopee 0:08",coba tau tekstur milik tekstur tepung guna masak bolu ketan kukus keju lembut viral sempet coba ngumpulin mood nya kue bolu ketan kukus keju lembut viral jual,7,1,Positif
Rasa: ketan hitam Tekstur: halus Kegunaan: perboluan Alhamdulillah sampai juga tepung ketan yang lagi viral n langka... Mungkin ramai yang order jadi pengiriman agak lambat di proses... 0:07,ketan hitam tekstur halus guna bolu tepung ketan viral langka ramai kirim lambat proses,-1,0,Negatif
Rasa: enak tidak berpasir Tekstur: bubuk Kegunaan: cocok membuat kue Pengiriman oke Barang oke,enak pasir tekstur bubuk guna cocok kue kirim,7,1,Positif
Rasa: blm coba Tekstur: blm coba Kegunaan: membuat bolu Mksih paketnya sdah smpai barang sesuai gambar semuga nanti jd kue yg enak dan jd seperti yg ku inginkan 0:06,coba tekstur coba guna bolu mksih paket sdah smpai sesuai gambar semuga jd kue enak jd ku,20,1,Positif
"Tekstur: memiliki tekstur lembut Kegunaan: cocok membuat kue barang sesuai,belum di coba semoga enak maksih seller",tekstur milik tekstur lembut guna cocok kue sesuai coba enak maksih jual,17,1,Positif
Rasa: belum tau belum dicoba Kegunaan: untuk membuat kue bolu ketan hitam keju lumer virak 0:06,tau coba guna kue bolu ketan hitam keju lembut virak,-5,0,Negatif
Rasa: sangat legit enak Tekstur: lembut. Kegunaan: cocok untuk bolu yg lagi viral 0:14,legit enak tekstur lembut guna cocok bolu viral,14,1,Positif
Rasa: lezat Tekstur: lembut Kegunaan: untuk membuat kue,lezat tekstur lembut guna kue,6,1,Positif
Cocok Untuk: bolu Kualitas: blm tau baru mau cba klo nanti hasilnya bgus asli ketannya next bisa order lg maaf telat rivieww 0:05,cocok bolu kualitas tau cba hasil bgus asli ketan maaf telat rivieww,6,1,Positif
Alhamdulillah paket sudah sampai pengiriman lumayan cepat packing barang rapi tepungnya masih lama kadaluarsanya 0:05,kirim lumayan cepat kemas rapi tepung kadaluarsanya,12,1,Positif
"Rasa: apek Tekstur: kasar Produk: Kualitas buruk Pertama kali beli oke, warna bagus, tepung tidak terlalu ber aroma. Makanya repurchase. Tapi kali ini, maaf bgt tapi tepungnya apek. Setelah dikukus apeknya lebih terasa lagi. Warna juga kurang hitam merata 2 ibra.olshop",apek tekstur kasar kualitas buruk warna bagus tepung ber aroma repurchase maaf tepung apek kukus apek warna hitam rata ibra olshop,-12,0,Negatif
Kualitas: semoga bagus Cocok Untuk: kue Belum dimasak..semoga enak..mau bikin bolu ketan hitam keju 0:12,kualitas bagus cocok kue masak enak bolu ketan hitam keju,13,1,Positif
Rasa: enakkk Tekstur: lembut gurih Kegunaan: cocok untuk buat kue viral,enakkk tekstur lembut gurih guna cocok kue viral,6,1,Positif
"Cocok Untuk: bolu Kualitas: sangat baik Puas sekali, tepung nya mantap pas sudah dieksekusiii. 0:14",cocok bolu kualitas puas tepung nya bagus pas dieksekusiii,16,1,Positif
Rasa: enak Tekstur: lembut Kegunaan: bikin bolu ketan hitam Meskipun harus bersabar order tepung bummi ini tapi hasilnya memuaskan. Jadi klo mau order jgn mepet² waktunya. Orderan saya yg kedua kalinya ini 1minggu baru sampai. 0:07 2 h*****k,enak tekstur lembut guna bolu ketan hitam sabar tepung bummi hasil muas jgn mepet order kali minggu,15,1,Positif
Bagus tepungnya hitam dan yang pasti rasanya tidak berpasir,bagus tepung hitam pasir,-2,0,Negatif
"Rasa: enak Tekstur: lembut Kegunaan: bolu Baru sempet ngasih penilaian, karena baru dibikin pake tepung ketan merk Bummi. Ini order yg pertama kali, tepung nya wangi dan enak jg rasa bolu nya. Cuman sayang aja pas order lama pengirimannya. Kl misal PO di tulis aja Kaa jd customer gak nunggu2 bolak balik melacak pesanan 😅🙏 over all bagus, enak. Makasiihh Kaa",enak tekstur lembut guna bolu sempet ngasih bikin pakai tepung ketan merk bummi tepung nya wangi enak bolu nya cuman sayang pas kirim po tulis kaa jd customer nunggu bolak lacak over all bagus enak makasiihh kaa,34,1,Positif
"Rasa: belum coba Tekstur: bubuk Kegunaan: buat bolu Packing aman. Dan aku jg tau kalo ini dilubangi dikit biar engga kempes, terus dilapis 2 biar engga bocor, sipp bgt. Cuma sedihnya packing lama bgt. Semoga bisa improve yaa seller. Sukses selalu yaa😊🙏 0:07",coba tekstur bubuk guna bolu kemas aman tau kalo lubang dikit biar engga kempes lap biar engga bocor sipp sedih kemas improve yaa jual sukses yaa,-19,0,Negatif
"Mantap tepung ketannya pekat. Bagus, cuma pengiriman emang agak lama katanya lagi produksi dl. Agak bersabar tp nyampe tapat pada waktunya. Makasih ya 0:08",bagus tepung ketan pekat bagus kirim emang produksi dl sabar nyampe tapat,11,1,Positif
Rasa: enak Tekstur: kasar karena kan ketan Kegunaan: membuat kue viral Kue yg sy buat jd enak n bagus...sisanya tigl setengah sdh di pakai 1bungkus 1/2 0:10,enak tekstur kasar ketan guna kue viral kue jd enak bagus sisa tigl pakai bungkus,9,1,Positif
Rasa: pada umumnya Akhirnya kesampean bikin. Produk pengirimannya ckup lama. Warna hitam ckup pekat. Enak. Oke buat ngobatin pnasaran😅 thankyou 0:04,sampean kirim ckup warna hitam ckup pekat enak ngobatin pnasaran thankyou,-1,0,Negatif
Rasa: ok Tekstur: tepung Kegunaan: untuk kue Tepung ketan hitam ini cocok untuk cake 👍 semoga kue nya enak rasa nya 0:11,ok tekstur tepung guna kue tepung ketan hitam cocok cake kue nya enak nya,10,1,Positif
"Warnanya cantik, hitam pekat, enak pokoknya, bakalan beli disini lagi, recommended 0:04",warna cantik hitam pekat enak pokok rekomendasi,6,1,Positif
"Kemasan rapih dan barangnya juga aman ,sesuai pesanan . 0:05",kemas rapih barang aman sesuai,6,1,Positif
"Rasa: lembut Tekstur: halus Kegunaan: cocok membuat kue Udah habis 1 bungkus tepung ketan nya, Rasanya enak lembut di bikin kue yang lagi viral Gak bikin seret, harga cuma ramah di kantong Bakal order lagi di sini kalau udah habis 0:08",lembut tekstur halus guna cocok kue habis bungkus tepung ketan nya enak lembut kue viral seret harga ramah kantong habis,25,1,Positif
"Alhamdulillah pesanan saya sudah sampai, barangnya blm d coba , mudah2an  bagus, terimakasih kak semoga usahanya lancar dan berkah 0:09",barang coba mudah bagus terimakasih usaha lancar berkah,22,1,Positif
Rasa: oke Tekstur: oke Kegunaan: bolu ketan hitam alhamdulillah enaaak duh ini aja diawet awet isi 250gr ku bagi 2 emang dari dulu suka ketan hitam karna free gluten,tekstur guna bolu ketan hitam enaaak duh awet awet isi gr ku emang suka ketan hitam free gluten,5,1,Positif
Rasa: lezat Tekstur: bagus Kegunaan: buat kue Kualitas produk baik pengiriman cpt recommended makasih yaaa,lezat tekstur bagus guna kue kualitas kirim cpt rekomendasi yaaa,14,1,Positif
"Kualitas: yang di foto itu brownies pake tepungnya bummi. aroma dan rasa ketan hitamnya mantep, ngga kalah sama dark chocolatenya. Kemarin ini kepaksa bikin brownie pake tepung ketan hitam merek lain yg ada di toko deket rumah, ternyata hasilnya bagusan pake tepungnya bummi. Satu bungkus pas buat satu resep juga, ngga harus nimbang2 lagi. Kali ini packagingnya tiga lapis xD. Pake bubble wrap juga.Sudah pasti bakal repeat order ini mah. Thank you! 1 nandamoethy",kualitas foto brownies pakai tepung bummi aroma ketan hitam mantep kalah dark chocolatenya kemarin paksa brownie pakai tepung ketan hitam merek toko deket rumah hasil bagus pakai tepung bummi bungkus pas resep nimbang packagingnya lapis xd pakai bubble wrap mah thank you nandamoethy,10,1,Positif
Ketan hitamnya bagus enak banget Warna nya hitam pekat manul Makasii banyak ya kak,ketan hitam bagus enak warna nya hitam pekat manul makasii,-1,0,Negatif
Kualitas: bagus banget Cocok Untuk: bolu Untuk pembelian ke 3 kalinya. Pokoknya recommended banget lah toko ini buat tepung ketan hitam nya.,kualitas bagus cocok bolu beli kali pokok rekomendasi toko tepung ketan hitam nya,11,1,Positif
"Sampenya lama. Alhamdulillah ga ada yg bocor sampai dengan aman. Thanx seller , shope dan kurir. 0:09",sampenya bocor aman thanx jual shope,-3,0,Negatif
Rasa: enak Tekstur: lembut Kegunaan: kue bolu Rasa kerannya brasa banget,enak tekstur lembut guna kue bolu keran brasa,2,1,Positif
"Rasa: enak Tekstur: lembut tdk berpasir Kegunaan: bolu Tdk bau apek, tdk berpasir enak.. Langganan di sini utk selanjutnya 0:09",enak tekstur lembut tdk pasir guna bolu tdk bau apek tdk pasir enak langgan,5,1,Positif
"Rasa: enak dan khas, pas tidaj terlalu manis Tekstur: sangat halus, khas beda dg brownies tepung lain Kegunaan: cocok umtuk membuat browmies kukus Harga murah dibanding seller lain. Thanks 0:11",enak khas pas tidaj manis tekstur halus khas beda brownies tepung guna cocok umtuk browmies kukus harga murah banding jual,34,1,Positif
Rasa: ketan hitam Tekstur: lembut Kegunaan: cocok buat kue berbahan ketan hitam Terimakasih ka admin..paket tepung ketannya sampai cepat sekali👍 Selalu amanah ya dlm cepat memproses orderan 🙏 0:23,ketan hitam tekstur lembut guna cocok kue bahan ketan hitam terimakasih ka admin tepung ketan cepat amanah cepat proses order,11,1,Positif
"Rasa: enak Tekstur: lembut Kegunaan: bikin kue Tepung ny so far sesuai, fresh Cm pengiriman agak lama, mungkin krn lg viral trs stok ny abis 😁",enak tekstur lembut guna kue tepung ny so far sesuai fresh cm kirim viral trs stok ny abis,7,1,Positif
"Rasa: enak Tekstur: lembut Kegunaan: untum bolu ketan Terimakasih seller , next order lagi di toko ini...",enak tekstur lembut guna untum bolu ketan terimakasih jual toko,12,1,Positif
Rasa: baik Tekstur: baik.baik Kegunaan: baik Peking aman Cepat Enak,tekstur guna peking aman cepat enak,9,1,Positif
"Rasa: enakk Tekstur: lembut Kegunaan: cocok buat bolu ketan Tepung ketan ini beda dari yg lain, rasa ketannya lebih enak, lembut, wangi",enak tekstur lembut guna cocok bolu ketan tepung ketan beda ketan enak lembut wangi,17,1,Positif
Rasa: lezat Tekstur: textur yg bagus Kegunaan: cocok bikin kue Blom d coba semoga hasilnya bagus. Pengiriman cepat. Trimakasih shopee Nex order lagi 0:06,lezat tekstur textur bagus guna cocok kue coba hasil bagus kirim cepat trimakasih nex,28,1,Positif
"Ikut2an fomo bikin bolu, belum di coba tapi sepertinya meyakinkan, mudah2an hasil nya sesuai ekspektasi",ikut fomo bolu coba mudah hasil nya sesuai ekspektasi,9,1,Positif
"Rasa: legit, mantap Tekstur: ga terlalu grainy Kegunaan: bikin bolu ketan Ah enak banget pokoknya mantul 0:17",legit bagus tekstur grainy guna bolu ketan ah enak pokok bagus,17,1,Positif
Rasa: blm dicoba Tekstur: lembut Kegunaan: bolu Alhamdulillah recommended seller trimakasih banyak 0:04,coba tekstur lembut guna bolu rekomendasi jual trimakasih,8,1,Positif
"Rasa: enak Tekstur: lembut,tidak berpasir Kegunaan: cocok untuk bolu",enak tekstur lembut pasir guna cocok bolu,10,1,Positif
Rasa: pas di lidah dan tidak terlalu manis Tekstur: sangat lembut dan kenyal Kegunaan: cocok buat kue yang lezat,pas lidah manis tekstur lembut kenyal guna cocok kue lezat,18,1,Positif
"Cocok Untuk: cake Alhamdulillaah. Baru pertama beli di toko ini. Amanah. Service cepat, packing rapi. Aman gak bocor. Terimakasih seller dan abang kurir . Semoga selalu sehat. 0:09",cocok cake alhamdulillaah toko amanah service cepat kemas rapi aman bocor terimakasih jual abang sehat,24,1,Positif
Rasa: memuaskan Tekstur: memiliki tekstur yang bagus Kegunaan: cocok untuk membuat kue (bolu) yang lezat 0:11,muas tekstur milik tekstur bagus guna cocok kue bolu lezat,18,1,Positif
Alhamdulillah sesuai pesanan 🙏👍,sesuai,3,1,Positif
Rasa: enak Tekstur: agak kasar Kegunaan: bikin kue,enak tekstur kasar guna kue,6,1,Positif
"Murah sih, tapi warna tepungnya abu2 😃",murah warna tepung abu,6,1,Positif
"Udah dateng sih, tp belum dicoba",dateng coba,4,1,Positif
Bagus 👍👍👍 0:51,bagus,2,1,Positif
Sesuai deakripsi,sesuai deakripsi,3,1,Positif
Kegunaan: ok,guna ok,5,1,Positif
Rasa: kyk beras Tekstur: halus Kegunaan: buat kueh,kyk beras tekstur halus guna kueh,1,1,Positif
"Makasih ya paling murah ini dari toko lain,",murah toko,3,1,Positif
Pesanan sudah datang semoga hasilnya bagus,hasil bagus,5,1,Positif
Bolunya enak,bolu enak,5,1,Positif
Baru mau coba,coba,2,1,Positif
Belum dicoba 🙏,coba,2,1,Positif
Belum dicoba.kalau sesuai nanti order lagi,coba sesuai,5,1,Positif
Rasa: belum coba,coba,2,1,Positif
Siap di eksekusi,eksekusi,0,0,Negatif
